releasedate_nfp,actual_nfp,forecast_nfp,surp_nfp,releasedate_unemp,actual_unemp,forecast_unemp,surp_unemp,releasedate_corecpi,actual_corecpi,forecast_corecpi,surp_corecpi,releasedate_gdp,actual_gdp,forecast_gdp,surp_gdp,releasedate_retsailes,actual_retsailes,forecast_retsailes,surp_retsailes,releasedate_ism_pmi,actual_ism_pmi,forecast_ism_pmi,surp_ism_pmi,releasedate_dgorders,actual_dgorders,forecast_dgorders,surp_dgorders,releasedate_newhomesales,actual_newhomesales,forecast_newhomesales,surp_newhomesales,releasedate_consconfid,actual_consconfid,forecast_consconfid,surp_consconfid,releasedate_avghourlyearnmings,actual_avghourlyearnmings,forecast_avghourlyearnmings,surp_avghourlyearnmings,releasedate_cpi,actual_cpi,forecast_cpi,surp_cpi,releasedate_tradebal,actual_tradebal,forecast_tradebal,surp_tradebal,releasedate_indprod,actual_indprod,forecast_indprod,surp_indprod
05.07.2019,224,160,64,05.07.2019,3.7,3.6,0.1,11.07.2019,0.294238872,0.2,0.1,,,,,15.12.2022,-0.6,-0.1,-0.5,01.08.2019,NA,NA,-0.8,25.02.2021,3.40841767,1.1,2.3,28.01.2021,0.842,0.865,-0.023,29.07.2022,51.5,51.1,0.4,01.04.2022,0.411392405,0.4,0,11.07.2019,0.0587878,0,0.1,03.07.2019,-55.52,-54,-1.5,16.07.2019,0,0.1,-0.1
02.08.2019,164,164,0,02.08.2019,3.7,3.7,0,13.08.2019,0.291473081,0.2,0.1,,,,,18.01.2023,-1.1,-0.8,-0.3,03.09.2019,NA,NA,-2,24.03.2021,-1.1449877,0.8,-1.9,24.02.2021,0.923,0.855,0.068,26.08.2022,58.2,55.2,3,06.05.2022,0.31496063,0.4,-0.1,13.08.2019,0.33528525,0.3,0,02.08.2019,-55.154,-54.6,-0.6,15.08.2019,-0.2,0.1,-0.3
06.09.2019,130,158,-28,06.09.2019,3.7,3.7,0,12.09.2019,0.256479328,0.2,0.1,,,,,15.02.2023,3,1.8,1.2,01.10.2019,NA,NA,-2.3,26.04.2021,0.54801721,2.3,-1.8,23.03.2021,0.775,0.875,-0.1,30.09.2022,58.6,59.5,-0.9,03.06.2022,0.313971743,0.4,-0.1,12.09.2019,0.05426275,0.1,0,04.09.2019,-53.989,-53.5,-0.5,17.09.2019,0.6,0.2,0.4
04.10.2019,136,145,-9,04.10.2019,3.5,3.7,-0.2,10.10.2019,0.132452837,0.2,-0.1,,,,,15.03.2023,-0.4,-0.3,-0.1,01.11.2019,NA,NA,-0.6,27.05.2021,-1.2868686,0.7,-2,23.04.2021,1.021,0.886,0.135,28.10.2022,59.9,59.8,0.1,08.07.2022,0.312695435,0.3,0,10.10.2019,0.02262973,0.1,-0.1,04.10.2019,-54.896,-54.5,-0.4,17.10.2019,-0.4,-0.1,-0.3
01.11.2019,128,89,39,01.11.2019,3.6,3.6,0,13.11.2019,0.157221414,0.2,0,,,,,14.04.2023,-1,-0.4,-0.6,02.12.2019,NA,NA,-1.1,24.06.2021,2.32172069,2.8,-0.5,25.05.2021,0.863,0.97,-0.107,23.11.2022,56.8,55,1.8,05.08.2022,0.466998755,0.3,0.2,13.11.2019,0.35614258,0.3,0.1,05.11.2019,-52.45,-52.5,0,15.11.2019,-0.8,-0.4,-0.4
06.12.2019,266,180,86,06.12.2019,3.5,3.6,-0.1,11.12.2019,0.229801782,0.2,0,,,,,16.05.2023,0.4,0.8,-0.4,03.01.2020,NA,NA,-1.8,27.07.2021,0.82617136,2.1,-1.3,23.06.2021,0.769,0.87,-0.101,23.12.2022,59.7,59.1,0.6,02.09.2022,0.309981401,0.4,-0.1,11.12.2019,0.2584823,0.2,0.1,05.12.2019,-47.199,-48.7,1.5,17.12.2019,1.1,0.8,0.3
10.01.2020,145,164,-19,10.01.2020,3.5,3.5,0,14.01.2020,0.11331978,0.2,-0.1,,,,,15.06.2023,0.3,-0.1,0.4,03.02.2020,NA,NA,2.4,25.08.2021,-0.1413203,-0.3,0.2,26.07.2021,0.676,0.8,-0.124,27.01.2023,64.9,64.6,0.3,07.10.2022,0.309023486,0.3,0,14.01.2020,0.21904659,0.3,-0.1,07.01.2020,-43.086,-43.8,0.7,17.01.2020,-0.3,-0.2,-0.1
07.02.2020,225,160,65,07.02.2020,3.6,3.5,0.1,13.02.2020,0.208708601,0.2,0,,,,,18.07.2023,0.2,0.5,-0.3,02.03.2020,NA,NA,-0.4,27.09.2021,1.7921507,0.7,1.1,24.08.2021,0.708,0.7,0.008,24.02.2023,67,66.4,0.6,04.11.2022,0.369685767,0.3,0.1,13.02.2020,0.14548606,0.2,-0.1,05.02.2020,-48.88,-48.2,-0.7,14.02.2020,-0.3,-0.2,-0.1
06.03.2020,273,175,98,06.03.2020,3.5,3.6,-0.1,11.03.2020,0.22290938,0.2,0,,,,,15.08.2023,0.7,0.4,0.3,01.04.2020,NA,NA,4.1,27.10.2021,-0.3808805,-1.1,0.7,24.09.2021,0.74,0.714,0.026,31.03.2023,62,63.2,-1.2,02.12.2022,0.551470588,0.3,0.3,11.03.2020,0.08886485,0,0.1,06.03.2020,-45.338,-46.1,0.8,17.03.2020,0.6,0.4,0.2
03.04.2020,-701,-100,-601,03.04.2020,4.4,3.8,0.6,10.04.2020,-0.102969259,0.1,-0.2,,,,,14.09.2023,0.6,0.2,0.4,01.05.2020,NA,NA,4.6,24.11.2021,-0.460027,0.2,-0.7,26.10.2021,0.8,0.76,0.04,28.04.2023,63.5,63.5,0,06.01.2023,0.274977085,0.4,-0.1,10.04.2020,-0.4234704,-0.3,-0.1,02.04.2020,-39.932,-40,0.1,15.04.2020,-5.4,-4,-1.4
08.05.2020,-20500,-4250,-16250,08.05.2020,14.7,19.8,-5.1,12.05.2020,-0.447534624,-0.2,-0.2,,,,,17.10.2023,0.7,0.3,0.4,01.06.2020,NA,NA,-0.5,23.12.2021,2.48993253,1.6,0.9,24.11.2021,0.745,0.8,-0.055,26.05.2023,59.2,57.7,1.5,03.02.2023,0.303674461,0.3,0,12.05.2020,-0.7951061,-0.8,0,04.06.2020,-42.34,-44,1.7,15.05.2020,-11.2,-11.5,0.3
05.06.2020,2509,-8000,10509,05.06.2020,13.3,19.8,-6.5,10.06.2020,-0.060240737,0,-0.1,,,,,15.11.2023,-0.1,-0.3,0.2,01.07.2020,NA,NA,3.2,27.01.2022,-0.9045736,-0.5,-0.4,23.12.2021,0.744,0.77,-0.026,30.06.2023,64.4,63.9,0.5,10.03.2023,0.242350803,0.3,-0.1,10.06.2020,-0.0523638,0,-0.1,04.06.2020,-49.408,-49,-0.4,16.06.2020,1.4,2.9,-1.5
02.07.2020,4800,3000,1800,02.07.2020,11.1,12.3,-1.2,14.07.2020,0.235080489,0.1,0.1,,,,,14.12.2023,0.3,-0.1,0.4,03.08.2020,NA,NA,0.6,25.02.2022,1.55746706,0.8,0.8,26.01.2022,0.811,0.76,0.051,28.07.2023,71.6,72.6,-1,07.04.2023,0.271985494,0.3,0,14.07.2020,0.5653561,0.5,0.1,02.07.2020,-54.601,-53,-1.6,15.07.2020,5.4,4.3,1.1
07.08.2020,1763,1600,163,07.08.2020,10.2,10.5,-0.3,12.08.2020,0.620149212,0.2,0.4,,,,,17.01.2024,0.6,0.4,0.2,01.09.2020,NA,NA,1.5,24.03.2022,-2.1793408,-0.5,-1.7,24.02.2022,0.801,0.806,-0.005,25.08.2023,69.5,71.2,-1.7,05.05.2023,0.481927711,0.3,0.2,12.08.2020,0.58667102,0.3,0.3,05.08.2020,-50.695,-50.1,-0.6,14.08.2020,3,3,0
04.09.2020,1371,1400,-29,04.09.2020,8.4,9.8,-1.4,11.09.2020,0.385484564,0.2,0.2,,,,,15.02.2024,-0.8,-0.1,-0.7,01.10.2020,NA,NA,-1,26.04.2022,0.84152861,1,-0.2,23.03.2022,0.772,0.81,-0.038,29.09.2023,67.9,67.7,0.2,02.06.2023,0.330033003,0.3,0,11.09.2020,0.37028018,0.3,0.1,03.09.2020,-63.556193,-58,-5.6,15.09.2020,0.4,1,-0.6
02.10.2020,661,850,-189,02.10.2020,7.9,8.2,-0.3,13.10.2020,0.19237424,0.2,0,,,,,14.03.2024,0.6,0.8,-0.2,02.11.2020,NA,NA,3.5,25.05.2022,0.44406083,0.6,-0.2,26.04.2022,0.763,0.765,-0.002,27.10.2023,63.8,63,0.8,07.07.2023,0.358637179,0.3,0.1,13.10.2020,0.20332639,0.2,0,06.10.2020,-67.102,-66.1,-1,16.10.2020,-0.6,0.5,-1.1
06.11.2020,638,600,38,06.11.2020,6.9,7.7,-0.8,12.11.2020,0.011884247,0.2,-0.2,,,,,15.04.2024,0.7,0.3,0.4,01.12.2020,NA,NA,-0.5,27.06.2022,0.72679569,0.1,0.6,24.05.2022,0.591,0.75,-0.159,22.11.2023,61.3,60.6,0.7,04.08.2023,0.416666667,0.3,0.1,12.11.2020,0.04457955,0.1,-0.1,04.11.2020,-63.862,-63.8,-0.1,17.11.2020,1.1,1,0.1
04.12.2020,245,486,-241,04.12.2020,6.7,6.8,-0.1,10.12.2020,0.219461113,0.1,0.1,,,,,15.05.2024,0,0.4,-0.4,04.01.2021,NA,NA,4.1,27.07.2022,1.87381812,-0.5,2.4,24.06.2022,0.696,0.588,0.108,22.12.2023,69.7,69.4,0.3,01.09.2023,0.237107291,0.3,-0.1,10.12.2020,0.18899453,0.1,0.1,04.12.2020,-63.123,-64.8,1.7,15.12.2020,0.4,0.3,0.1
08.01.2021,-140,71,-211,08.01.2021,6.7,6.8,-0.1,13.01.2021,0.085220852,0.1,0,,,,,18.06.2024,0.1,0.3,-0.2,01.02.2021,NA,NA,-1.3,24.08.2022,-0.0171832,0.6,-0.6,26.07.2022,0.59,0.66,-0.07,02.02.2024,79,78.9,0.1,06.10.2023,0.207039337,0.3,-0.1,13.01.2021,0.36730735,0.4,0,07.01.2021,-68.142,-65.2,-2.9,15.01.2021,1.6,0.5,1.1
05.02.2021,49,50,-1,05.02.2021,6.3,6.7,-0.4,10.02.2021,-0.034059315,0.2,-0.2,,,,,16.07.2024,0,-0.3,0.3,01.03.2021,NA,NA,2,27.09.2022,-0.2323505,-0.4,0.2,23.08.2022,0.511,0.575,-0.064,01.03.2024,76.9,79.6,-2.7,03.11.2023,0.206307103,0.3,-0.1,10.02.2021,0.2565377,0.3,0,05.02.2021,-66.613,-65.7,-0.9,17.02.2021,0.9,0.5,0.4
05.03.2021,379,182,197,05.03.2021,6.2,6.3,-0.1,10.03.2021,0.101472086,0.2,-0.1,,,,,15.08.2024,1,0.3,0.7,01.04.2021,NA,NA,3.4,27.10.2022,0.35874112,0.6,-0.2,27.09.2022,0.685,0.5,0.185,28.03.2024,79.4,76.5,2.9,08.12.2023,0.353148911,0.3,0.1,10.03.2021,0.35464915,0.4,0,05.03.2021,-68.213,-67.5,-0.7,16.03.2021,-2.2,0.3,-2.5
02.04.2021,916,647,269,02.04.2021,6,6,0,13.04.2021,0.338514016,0.2,0.1,,,,,17.09.2024,0.1,-0.2,0.3,03.05.2021,NA,NA,-4.3,23.11.2022,1.02638068,0.4,0.6,26.10.2022,0.603,0.585,0.018,26.04.2024,77.2,77.9,-0.7,05.01.2024,0.439624853,0.3,0.1,13.04.2021,0.62015268,0.5,0.1,07.04.2021,-71.078,-70.5,-0.6,15.04.2021,1.4,2.8,-1.4
07.05.2021,266,978,-712,07.05.2021,6.1,5.8,0.3,12.05.2021,0.916619349,0.3,0.6,,,,,17.10.2024,0.4,0.3,0.1,01.06.2021,NA,NA,0.3,23.12.2022,-2.0892196,-0.6,-1.5,23.11.2022,0.632,0.57,0.062,24.05.2024,69.1,67.5,1.6,02.02.2024,0.552968568,0.3,0.3,12.05.2021,0.77003546,0.2,0.6,04.05.2021,-74.448,-74.5,0.1,14.05.2021,0.7,1,-0.3
04.06.2021,559,650,-91,04.06.2021,5.8,5.9,-0.1,10.06.2021,0.737303617,0.4,0.3,,,,,15.11.2024,0.4,0.3,0.1,01.07.2021,NA,NA,-0.4,26.01.2023,5.63242853,2.5,3.1,23.12.2022,0.64,0.6,0.04,28.06.2024,68.2,65.8,2.4,08.03.2024,0.144843569,0.3,-0.2,10.06.2021,0.64422558,0.4,0.2,08.06.2021,-68.899,-69,0.1,15.06.2021,0.8,0.6,0.2
02.07.2021,850,700,150,02.07.2021,5.9,5.7,0.2,13.07.2021,0.878433762,0.4,0.5,,,,,17.12.2024,0.7,0.5,0.2,02.08.2021,NA,NA,-1.4,27.02.2023,-4.5492632,-4,-0.5,26.01.2023,0.616,0.617,-0.001,26.07.2024,66.4,66,0.4,05.04.2024,0.347121782,0.3,0,13.07.2021,0.90485606,0.5,0.4,02.07.2021,-71.240043,-71.4,0.2,15.07.2021,0.4,0.6,-0.2
06.08.2021,943,870,73,06.08.2021,5.4,5.7,-0.3,11.08.2021,0.328611491,0.4,-0.1,,,,,16.01.2025,0.4,0.6,-0.2,01.09.2021,NA,NA,1.3,24.03.2023,-0.9506833,0.6,-1.6,24.02.2023,0.67,0.62,0.05,30.08.2024,67.9,68,-0.1,03.05.2024,0.201845444,0.3,-0.1,11.08.2021,0.47383396,0.5,0,05.08.2021,-75.749,-74.1,-1.6,17.08.2021,0.9,0.5,0.4
03.09.2021,235,728,-493,03.09.2021,5.2,5.2,0,14.09.2021,0.101772417,0.3,-0.2,,,,,14.02.2025,-0.9,-0.1,-0.8,01.10.2021,NA,NA,1.5,26.04.2023,3.22670999,0.7,2.5,23.03.2023,0.64,0.65,-0.01,27.09.2024,70.1,69.3,0.8,07.06.2024,0.402645959,0.3,0.1,14.09.2021,0.27436505,0.4,-0.1,02.09.2021,-70.051,-71,0.9,15.09.2021,0.4,0.4,0
08.10.2021,194,500,-306,08.10.2021,4.8,5.1,-0.3,13.10.2021,0.243074698,0.2,0,,,,,17.03.2025,0.2,0.6,-0.4,01.11.2021,NA,NA,0.3,26.05.2023,1.11830446,-1,2.1,25.04.2023,0.683,0.63,0.053,25.10.2024,70.5,69,1.5,05.07.2024,0.286532951,0.3,0,13.10.2021,0.41243608,0.3,0.1,05.10.2021,-73.251532,-70.5,-2.8,18.10.2021,-1.3,0.2,-1.5
05.11.2021,531,450,81,05.11.2021,4.6,4.7,-0.1,10.11.2021,0.599249331,0.4,0.2,,,,,16.04.2025,1.4,1.3,0.1,01.12.2021,NA,NA,0.1,27.06.2023,1.74661851,-1,2.7,23.05.2023,0.683,0.665,0.018,22.11.2024,71.8,73.7,-1.9,02.08.2024,0.228636753,0.3,-0.1,10.11.2021,0.94332052,0.6,0.3,04.11.2021,-80.934,-80.5,-0.4,16.11.2021,1.6,0.7,0.9
03.12.2021,210,550,-340,03.12.2021,4.2,4.5,-0.3,10.12.2021,0.534620778,0.5,0,,,,,15.05.2025,0.1,0,0.1,04.01.2022,NA,NA,-1.3,27.07.2023,4.70007961,1,3.7,27.06.2023,0.763,0.675,0.088,20.12.2024,74,74,0,06.09.2024,0.399201597,0.3,0.1,10.12.2021,0.77911565,0.7,0.1,07.12.2021,-67.116,-66.8,-0.3,16.12.2021,0.5,0.7,-0.2
07.01.2022,199,400,-201,07.01.2022,3.9,4.1,-0.2,12.01.2022,0.5501393,0.5,0.1,,,,,17.06.2025,-0.9,-0.7,-0.2,01.02.2022,NA,NA,0.1,24.08.2023,-5.1500053,-4,-1.2,26.07.2023,0.697,0.725,-0.028,24.01.2025,71.7,73.2,-1.5,04.10.2024,0.36900369,0.3,0.1,12.01.2022,0.47045324,0.4,0.1,06.01.2022,-80.172,-77.1,-3.1,14.01.2022,-0.1,0.3,-0.4
04.02.2022,467,150,317,04.02.2022,4,3.9,0.1,10.02.2022,0.58716318,0.5,0.1,,,,,17.07.2025,0.6,0.1,0.5,01.03.2022,NA,NA,0.6,27.09.2023,0.16004559,-0.5,0.7,23.08.2023,0.714,0.705,0.009,21.02.2025,64.7,67.8,-3.1,01.11.2024,0.367959241,0.3,0.1,10.02.2022,0.64506686,0.5,0.1,08.02.2022,-80.731,-83,2.3,16.02.2022,1.4,0.4,1
04.03.2022,678,400,278,04.03.2022,3.8,3.9,-0.1,10.03.2022,0.505182749,0.5,0,,,,,15.08.2025,0.5,0.5,0,01.04.2022,NA,NA,-1.9,26.10.2023,4.65307876,1.7,3,26.09.2023,0.675,0.7,-0.025,28.03.2025,57,57.9,-0.9,06.12.2024,0.366403608,0.3,0.1,10.03.2022,0.79770726,0.8,0,08.03.2022,-89.692,-87.1,-2.6,17.03.2022,0.5,0.5,0
01.04.2022,431,490,-59,01.04.2022,3.6,3.7,-0.1,12.04.2022,0.324095624,0.5,-0.2,,,,,16.09.2025,0.6,0.2,0.4,02.05.2022,NA,NA,-2.2,22.11.2023,-5.4041062,-3.1,-2.3,25.10.2023,0.759,0.68,0.079,25.04.2025,52.2,50.8,1.4,10.01.2025,0.280977803,0.3,0,12.04.2022,1.24075416,1.2,0,05.04.2022,-89.185,-88.5,-0.7,15.04.2022,0.9,0.4,0.5
06.05.2022,428,394,34,06.05.2022,3.6,3.5,0.1,11.05.2022,0.569230396,0.4,0.2,,,,,25.11.2025,0.2,0.4,-0.2,01.06.2022,NA,NA,1.6,22.12.2023,5.39317664,2.2,3.2,27.11.2023,0.679,0.723,-0.044,30.05.2025,52.2,51,1.2,07.02.2025,0.476190476,0.3,0.2,11.05.2022,0.33193377,0.2,0.1,04.05.2022,-109.802,-107,-2.8,17.05.2022,1.1,0.5,0.6
03.06.2022,390,325,65,03.06.2022,3.6,3.5,0.1,10.06.2022,0.631423112,0.5,0.1,,,,,16.12.2025,0,0.1,-0.1,01.07.2022,NA,NA,-1.9,25.01.2024,0.01996616,1.1,-1.1,22.12.2023,0.59,0.685,-0.095,27.06.2025,60.7,60.5,0.2,07.03.2025,0.27909573,0.3,0,10.06.2022,0.9737999,0.7,0.3,07.06.2022,-87.077,-89.5,2.4,17.06.2022,0.2,0.4,-0.2
08.07.2022,372,268,104,08.07.2022,3.6,3.6,0,13.07.2022,0.706492547,0.6,0.1,,,,,,,,,01.08.2022,NA,NA,0.8,27.02.2024,-6.1095386,-4.5,-1.6,25.01.2024,0.664,0.645,0.019,01.08.2025,61.7,62,-0.3,04.04.2025,0.250626566,0.3,0,13.07.2022,1.32224487,1.1,0.2,07.07.2022,-85.546,-84.9,-0.6,15.07.2022,-0.2,0.1,-0.3
05.08.2022,528,250,278,05.08.2022,3.5,3.6,-0.1,10.08.2022,0.312888563,0.5,-0.2,,,,,,,,,01.09.2022,NA,NA,0.8,26.03.2024,1.36586113,1.1,0.3,26.02.2024,0.661,0.68,-0.019,29.08.2025,58.2,58.6,-0.4,02.05.2025,0.166666667,0.3,-0.1,10.08.2022,-0.0193006,0.2,-0.2,04.08.2022,-79.614,-80.1,0.5,16.08.2022,0.6,0.3,0.3
02.09.2022,315,300,15,02.09.2022,3.7,3.5,0.2,13.09.2022,0.567267801,0.3,0.3,,,,,,,,,03.10.2022,NA,NA,-1.3,24.04.2024,2.64571344,2.5,0.1,25.03.2024,0.662,0.675,-0.013,26.09.2025,55.1,55.4,-0.3,06.06.2025,0.415627598,0.3,0.1,13.09.2022,0.1181965,-0.1,0.2,07.09.2022,-70.65,-70.3,-0.4,15.09.2022,-0.2,0.1,-0.3
07.10.2022,263,250,13,07.10.2022,3.5,3.7,-0.2,13.10.2022,0.575854521,0.5,0.1,,,,,,,,,01.11.2022,NA,NA,0.2,24.05.2024,0.6765545,-0.8,1.5,23.04.2024,0.693,0.67,0.023,24.10.2025,53.6,55,-1.4,03.07.2025,0.220872446,0.3,-0.1,13.10.2022,0.38596847,0.2,0.2,05.10.2022,-67.398,-67.7,0.3,18.10.2022,0.4,0.1,0.3
04.11.2022,261,200,61,04.11.2022,3.7,3.6,0.1,10.11.2022,0.27154624,0.5,-0.2,,,,,,,,,01.12.2022,NA,NA,-0.8,27.06.2024,0.10679756,-0.1,0.2,23.05.2024,0.634,0.679,-0.045,21.11.2025,51,50.5,0.5,01.08.2025,0.330396476,0.3,0,10.11.2022,0.43839992,0.6,-0.2,03.11.2022,-73.282,-72.2,-1.1,16.11.2022,-0.1,0.2,-0.3
02.12.2022,263,200,63,02.12.2022,3.7,3.7,0,13.12.2022,0.198683679,0.3,-0.1,,,,,,,,,04.01.2023,NA,NA,-0.1,25.07.2024,-6.5628951,0.3,-6.9,26.06.2024,0.619,0.64,-0.021,19.12.2025,52.9,53.4,-0.5,05.09.2025,0.274499039,0.3,0,13.12.2022,0.09628869,0.3,-0.2,06.12.2022,-78.162,-80,1.8,15.12.2022,-0.2,0.1,-0.3
06.01.2023,223,200,23,06.01.2023,3.5,3.7,-0.2,12.01.2023,0.302600095,0.3,0,,,,,,,,,01.02.2023,NA,NA,-0.6,26.08.2024,9.89259061,5.7,4.2,24.07.2024,0.617,0.64,-0.023,,,54,,20.11.2025,0.246036085,0.3,-0.1,12.01.2023,-0.0794372,0,-0.1,05.01.2023,-61.511,-73,11.5,18.01.2023,-0.7,-0.1,-0.6
03.02.2023,517,185,332,03.02.2023,3.4,3.6,-0.2,14.02.2023,0.574135972,0.4,0.2,,,,,,,,,01.03.2023,NA,NA,-0.3,26.09.2024,0.04592748,-2.6,2.6,23.08.2024,0.739,0.625,0.114,,,57.3,,16.12.2025,0.436562074,0.3,0.1,14.02.2023,0.51707415,0.5,0,07.02.2023,-67.419,-68.5,1.1,15.02.2023,0,0.5,-0.5
10.03.2023,311,205,106,10.03.2023,3.6,3.4,0.2,14.03.2023,0.451929621,0.4,0.1,,,,,,,,,03.04.2023,NA,NA,-1.2,25.10.2024,-0.7835745,-1,0.2,25.09.2024,0.716,0.7,0.016,,,54,,16.12.2025,0.135832654,0.3,-0.2,14.03.2023,0.37000559,0.4,0,08.03.2023,-68.289,-68.9,0.6,17.03.2023,0,0.2,-0.2
07.04.2023,236,239,-3,07.04.2023,3.5,3.6,-0.1,12.04.2023,0.38477982,0.4,0,,,,,,,,,01.05.2023,NA,NA,0.3,27.11.2024,0.24277024,0.5,-0.3,24.10.2024,0.738,0.72,0.018,,,,,,,,,12.04.2023,0.05304196,0.2,-0.1,05.04.2023,-70.535,-69,-1.5,14.04.2023,0.4,0.2,0.2
05.05.2023,253,180,73,05.05.2023,3.4,3.6,-0.2,10.05.2023,0.409186214,0.4,0,,,,,,,,,01.06.2023,NA,NA,-0.1,23.12.2024,-1.0519411,-0.3,-0.8,26.11.2024,0.61,0.725,-0.115,,,,,,,,,10.05.2023,0.36778349,0.4,0,04.05.2023,-64.228,-63.3,-0.9,16.05.2023,0.5,0,0.5
02.06.2023,339,190,149,02.06.2023,3.7,3.5,0.2,13.06.2023,0.435578438,0.4,0,,,,,,,,,03.07.2023,NA,NA,-1,28.01.2025,-2.2315484,0.6,-2.8,23.12.2024,0.664,0.66,0.004,,,,,,,,,13.06.2023,0.124126,0.2,-0.1,07.06.2023,-74.552,-75.2,0.6,15.06.2023,-0.2,0.1,-0.3
07.07.2023,209,225,-16,07.07.2023,3.6,3.6,0,12.07.2023,0.157557565,0.3,-0.1,,,,,,,,,01.08.2023,NA,NA,-0.4,27.02.2025,3.12063949,2,1.1,27.01.2025,0.698,0.675,0.023,,,,,,,,,12.07.2023,0.18035306,0.3,-0.1,06.07.2023,-68.982,-69,0,18.07.2023,-0.5,0,-0.5
04.08.2023,187,200,-13,04.08.2023,3.5,3.6,-0.1,10.08.2023,0.159580161,0.2,0,,,,,,,,,01.09.2023,NA,NA,0.6,26.03.2025,0.9382349,-1,1.9,26.02.2025,0.657,0.68,-0.023,,,,,,,,,10.08.2023,0.16686359,0.2,0,08.08.2023,-65.497,-65,-0.5,16.08.2023,1,0.3,0.7
01.09.2023,187,170,17,01.09.2023,3.8,3.5,0.3,13.09.2023,0.278496507,0.2,0.1,,,,,,,,,02.10.2023,NA,NA,1.2,24.04.2025,9.19211482,2,7.2,25.03.2025,0.676,0.679,-0.003,,,,,,,,,13.09.2023,0.63118535,0.6,0,06.09.2023,-65.022,-68,3,15.09.2023,0.4,0.1,0.3
06.10.2023,336,170,166,06.10.2023,3.8,3.7,0.1,12.10.2023,0.322933789,0.3,0,,,,,,,,,01.11.2023,NA,NA,-2.3,27.05.2025,-6.3017251,-7.8,1.5,23.04.2025,0.724,0.68,0.044,,,,,,,,,12.10.2023,0.39573055,0.3,0.1,05.10.2023,-58.303,-62.3,4,17.10.2023,0.3,0,0.3
03.11.2023,150,180,-30,03.11.2023,3.9,3.8,0.1,14.11.2023,0.226613576,0.3,-0.1,,,,,,,,,01.12.2023,NA,NA,-0.9,26.06.2025,16.3685073,8.5,7.9,23.05.2025,0.743,0.693,0.05,,,,,,,,,14.11.2023,0.04488082,0.1,-0.1,07.11.2023,-61.542,-59.9,-1.6,16.11.2023,-0.6,-0.3,-0.3
08.12.2023,199,180,19,08.12.2023,3.7,3.9,-0.2,12.12.2023,0.284553498,0.3,0,,,,,,,,,03.01.2024,NA,NA,0.3,25.07.2025,-9.3415043,-10.8,1.5,25.06.2025,0.623,0.693,-0.07,,,,,,,,,12.12.2023,0.09687308,0,0.1,06.12.2023,-64.255,-64.2,-0.1,15.12.2023,0.2,0.3,-0.1
05.01.2024,216,170,46,05.01.2024,3.7,3.8,-0.1,11.01.2024,0.309046248,0.3,0,,,,,,,,,01.02.2024,NA,NA,2.1,26.08.2025,-2.8175297,-4,1.2,24.07.2025,0.627,0.65,-0.023,,,,,,,,,11.01.2024,0.30300373,0.2,0.1,09.01.2024,-63.207,-65,1.8,17.01.2024,0.1,0,0.1
02.02.2024,353,180,173,02.02.2024,3.7,3.8,-0.1,13.02.2024,0.390146097,0.3,0.1,,,,,,,,,01.03.2024,NA,NA,-1.7,25.09.2025,2.92251268,-0.5,3.4,25.08.2025,0.652,0.63,0.022,,,,,,,,,13.02.2024,0.30543302,0.2,0.1,07.02.2024,-62.201,-62.2,0,15.02.2024,-0.1,0.3,-0.4
08.03.2024,275,200,75,08.03.2024,3.9,3.7,0.2,12.03.2024,0.35841724,0.3,0.1,,,,,,,,,01.04.2024,NA,NA,1.9,26.11.2025,0.48407456,0.9,-0.4,24.09.2025,0.8,0.65,0.15,,,,,,,,,12.03.2024,0.4420621,0.4,0,07.03.2024,-67.434,-63.5,-3.9,15.03.2024,0.1,0,0.1
05.04.2024,303,200,103,05.04.2024,3.8,3.9,-0.1,10.04.2024,0.35903855,0.3,0.1,,,,,,,,,01.05.2024,NA,NA,-0.8,23.12.2025,-2.1652986,-1.5,-0.7,,,,,,,,,,,,,10.04.2024,0.3780694,0.3,0.1,04.04.2024,-68.901,-67.3,-1.6,16.04.2024,0.4,0.4,0
03.05.2024,175,,-68,03.05.2024,3.9,3.8,0.1,15.05.2024,0.291760605,0.3,0,,,,,,,,,03.06.2024,NA,NA,-0.9,,,,,,,,,,,,,,,,,15.05.2024,0.31291035,0.4,-0.1,02.05.2024,-69.372,-69.1,-0.3,16.05.2024,0,0.1,-0.1
07.06.2024,272,,87,07.06.2024,4,3.9,0.1,12.06.2024,0.16308694,0.3,-0.1,,,,,,,,,01.07.2024,NA,NA,-0.6,,,,,,,,,,,,,,,,,12.06.2024,0.005747,0.1,-0.1,06.06.2024,-74.558,-76.1,1.5,18.06.2024,0.9,0.3,0.6
05.07.2024,206,,16,05.07.2024,4.1,4,0.1,11.07.2024,0.064751367,0.2,-0.1,,,,,,,,,01.08.2024,NA,NA,-2,,,,,,,,,,,,,,,,,11.07.2024,-0.0561896,0.1,-0.2,03.07.2024,-75.071,-76.2,1.1,17.07.2024,0.6,0.3,0.3
02.08.2024,114,,-61,02.08.2024,4.3,4.1,0.2,14.08.2024,0.165229028,0.2,0,,,,,,,,,03.09.2024,NA,NA,-0.3,,,,,,,,,,,,,,,,,14.08.2024,0.15492782,0.2,0,06.08.2024,-73.109,-72.5,-0.6,15.08.2024,-0.6,-0.3,-0.3
